File,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max
GCF_003712605.1,57,3030548,53167.5,121212,82988,41732,136886.435,610,345660
GCF_001981715.1,58,3059990,52758.4,119495,50380,30579,135567.321,2146,331881
GCF_003712965.1,82,3173265,38698.4,112142,52191,19739,112513.446,642,237274
GCF_011031945.1,124,3043252,24542.4,111561,62267,25204,149353.188,209,434877
GCF_011421685.1,102,2791239,27365.1,110726,39589,14548,138902.456,259,413535
GCF_020540265.1,96,3024930,31509.7,109818,56118,20173,102019.513,301,235946
GCF_003712565.1,80,3109331,38866.6,108654,49131,18510,125742.633,586,260298
GCF_008904885.1,84,3016897,35915.4,104861,45934,24812,124490.433,617,318663
GCF_003712785.1,62,3026331,48811.8,101493,64146,32699,109872.627,667,248870
GCF_003712325.1,169,3107674,18388.6,100815,27135,8004,101984.225,513,266302
GCF_001895185.1,87,3078383,35383.7,100229,49267,22597,105385.452,577,243104
GCF_001540885.1,86,2924051,34000.6,98070,54875,19135,118974.920,569,264917
GCF_003571925.1,70,3034380,43348.3,146328,75196,29690,160563.555,1045,391500
GCF_000309765.1,76,2951397,38834.2,95588,41507,23727,112727.380,816,332419
GCF_018729425.1,167,2989438,17900.8,94538,41806,16562,110877.884,204,298085
GCF_901933195.1,68,3061851,45027.2,94368,55873,32221,120207.813,1001,261159
GCF_008016825.1,128,3152509,24629.0,93327,42482,14355,187884.916,226,613221
GCF_002904305.1,83,3250335,39160.7,90266,52344,32229,126405.716,502,329039
GCF_003712535.1,128,2959560,23121.6,89338,25450,10549,156225.603,524,465363
GCF_003712645.1,90,2891269,32125.2,89329,41251,16398,104982.668,529,229132
GCF_003712935.1,82,2888354,35223.8,88525,44591,16927,122728.883,566,240199
GCF_005049135.1,92,3016103,32783.7,86730,49607,21443,88880.074,507,203843
GCF_000309665.1,78,3152126,40411.9,85831,39582,19576,92960.455,1583,218667
GCF_018917305.1,90,2874982,31944.2,83163,51323,28159,99365.962,536,272003
GCF_003712625.1,89,2704137,30383.6,77553,38130,16354,116834.450,576,327805
GCF_000949485.1,92,3023416,32863.2,77173,39124,21650,108402.758,580,314474
GCF_015595005.1,93,3043748,32728.5,76962,36962,16720,101176.879,1007,257143
GCF_003434205.1,85,3057462,35970.1,94950,53950,19311,135870.933,621,392458
GCF_016890245.1,114,3084980,27061.2,73908,39035,22101,96345.042,275,272987
GCF_002115655.1,127,3201429,25208.1,72562,41202,19567,138162.595,456,515814
GCF_000309785.1,150,3075253,20501.7,69331,35590,15462,75692.983,219,217853
GCF_012931965.1,150,3075253,20501.7,69331,35590,15462,75692.983,219,217853
GCF_001076935.1,115,3181805,27667.9,68824,32252,15959,78536.440,224,193233
GCF_003712835.1,88,2937151,33376.7,68748,44367,17246,134442.720,530,424407
GCF_008369945.1,128,3020118,23594.7,73575,42600,22167,94631.763,201,237568
GCF_009679505.1,88,2668162,30320.0,67114,34295,16266,90348.642,1249,274381
GCF_001982085.1,86,3059328,35573.6,65242,46510,18007,81227.468,2198,160144
GCF_019641395.1,94,2676008,28468.2,62430,33171,14232,123146.337,491,363959
GCF_009823605.1,107,3103773,29007.2,67999,37255,14292,82320.250,1175,238720
GCF_009679435.1,97,2704019,27876.5,61726,30456,14309,87323.001,1007,274508
GCF_001858275.1,138,3157711,22882.0,60532,29621,15351,68877.066,412,169567
GCF_013867595.1,108,2902983,26879.5,58709,32889,14874,83162.808,678,286929
GCF_003712455.1,111,2597114,23397.4,58308,25111,13301,74587.187,507,248547
GCF_004167215.1,111,2683607,24176.6,58206,30456,13962,86604.005,1003,274444
GCF_009679495.1,104,2724106,26193.3,67114,33401,16180,88102.891,1003,274444
GCF_015558835.1,104,2682251,25790.9,58113,30792,14058,82278.429,1425,274508
GCF_001076595.1,146,3160593,21647.9,57028,24587,12614,70730.681,206,224992
GCF_003712425.1,127,2875458,22641.4,55900,27892,10321,98215.498,575,360737
GCF_003712445.1,125,2856100,22848.8,55900,28308,11128,104979.717,600,360925
GCF_002027405.1,119,2726071,22908.2,55263,23623,8867,63935.476,2067,203730
GCF_003712385.1,137,2937716,21443.2,54860,32179,12131,72941.546,506,187539
GCF_019990865.1,138,3030479,21960.0,53521,33627,13617,61691.657,200,158579
GCF_015594965.1,126,2782165,22080.7,52728,28618,10900,68193.497,1022,223734
GCF_003712745.1,168,3026814,18016.8,50838,26316,7962,91944.947,540,286838
GCF_003712585.1,169,3052779,18063.8,50819,21520,7610,62021.801,504,190761
GCF_000827145.1,89,2848777,32008.7,61050,27623,17499,76798.252,1051,247769
GCF_000014525.1,2,2924325,1462162.5,2895264,2895264,2895264,2866780.598,29061,2895264
GCF_000582665.1,5,3064279,612855.8,2938059,2938059,2938059,2819176.678,3833,2938059
GCF_000958505.1,141,2960886,20999.2,72011,36976,15274,73566.922,89,212174
GCF_000829035.1,3,3017804,1005934.7,2995875,2995875,2995875,2974185.046,10775,2995875
GCF_009739485.1,3,3240583,1080194.3,3183386,3183386,3183386,3128018.885,5986,3183386
GCF_002813615.1,2,3170114,1585057.0,3063698,3063698,3063698,2964426.453,106416,3063698
GCF_019175405.1,2,3014784,1507392.0,2939246,2939246,2939246,2867493.339,75538,2939246
GCF_004354655.1,125,3003415,24027.3,56289,24622,11838,78813.612,825,290533
GCF_007989125.1,130,2872191,22093.8,56109,26449,11955,78120.030,561,289022
GCF_020992235.1,2,2946314,1473157.0,2921318,2921318,2921318,2896746.123,24996,2921318
GCF_015714835.1,102,3132038,30706.3,151487,72157,29206,156936.283,202,294552
GCF_003367655.1,112,2959217,26421.6,73911,46443,19322,100849.698,569,258735
GCF_002901165.2,30,2932855,97761.8,2768688,2768688,2768688,2614552.903,1131,2768688
GCF_000155515.2,3,3025352,1008450.7,2939026,2939026,2939026,2856632.411,24207,2939026
GCF_001436385.1,170,2881963,16952.7,57042,24378,11219,77235.412,201,289073
GCF_000159495.1,73,2991737,40982.7,335527,254463,203451,543134.871,203,1055822
GCF_000410175.1,74,3086694,41712.1,114822,72787,36907,126948.188,515,339828
GCF_000409895.1,131,3009478,22973.1,69975,37096,17502,93134.259,221,240142
GCF_000409875.1,90,2932016,32578.0,63334,42088,21839,116204.544,212,444576
GCF_000410035.1,109,2924421,26829.6,63299,34322,14894,77451.637,510,172501
GCF_015476155.1,3,3251147,1083715.7,3202250,3202250,3202250,3154571.226,10769,3202250
GCF_015693945.1,5,3254229,650845.8,3148894,3148894,3148894,3048345.337,5087,3148894
GCF_016757695.1,2,3152144,1576072.0,3103392,3103392,3103392,3056148.026,48752,3103392
GCF_016757675.1,8,3141558,392694.8,3102338,3102338,3102338,3063696.643,1979,3102338
GCF_015476195.1,3,3172378,1057459.3,3086705,3086705,3086705,3005108.822,11825,3086705
GCF_015476135.1,7,3300275,471467.9,3079306,3079306,3079306,2877106.461,7123,3079306
GCF_015476175.1,2,3145659,1572829.5,3071809,3071809,3071809,3001426.523,73850,3071809
GCF_015476075.1,4,3186130,796532.5,3042298,3042298,3042298,2907832.654,9608,3042298
GCF_018286435.1,1,3042229,3042229.0,3042229,3042229,3042229,3042229.000,3042229,3042229
GCF_003957435.1,2,3096558,1548279.0,3022095,3022095,3022095,2951213.227,74463,3022095
GCF_015319235.1,6,3292353,548725.5,3068774,3068774,3068774,2866455.910,4267,3068774
GCF_000409835.1,91,3089104,33946.2,98449,49462,27039,123301.589,525,334517
GCF_003946305.1,36,2838071,78835.3,179587,71395,53430,212946.637,1049,509368
GCF_002848015.1,17,2850032,167648.9,489262,143640,118308,517163.516,357,978520
GCF_900636965.1,1,2988387,2988387.0,2988387,2988387,2988387,2988387.000,2988387,2988387
GCF_016653515.1,4,3251532,812883.0,3172945,3172945,3172945,3097522.947,6203,3172945
GCF_001988935.1,2,3114755,1557377.5,3068152,3068152,3068152,3022943.549,46603,3068152
GCF_002158925.1,1,3047840,3047840.0,3047840,3047840,3047840,3047840.000,3047840,3047840
GCF_900070175.1,1,3024027,3024027.0,3024027,3024027,3024027,3024027.000,3024027,3024027
GCF_008727835.1,2,3067813,1533906.5,3022021,3022021,3022021,2977596.037,45792,3022021
GCF_015377485.1,3,3058443,1019481.0,3016822,3016822,3016822,2976171.295,7225,3016822
GCF_902381635.1,1,3010111,3010111.0,3010111,3010111,3010111,3010111.000,3010111,3010111
GCF_004010975.1,1,3007503,3007503.0,3007503,3007503,3007503,3007503.000,3007503,3007503
GCF_017795605.1,1,3007472,3007472.0,3007472,3007472,3007472,3007472.000,3007472,3007472
GCF_008831425.1,1,3006715,3006715.0,3006715,3006715,3006715,3006715.000,3006715,3006715
GCF_018228745.1,1,2991149,2991149.0,2991149,2991149,2991149,2991149.000,2991149,2991149
GCF_900636875.1,1,2991048,2991048.0,2991048,2991048,2991048,2991048.000,2991048,2991048
GCF_019967935.1,1,2991039,2991039.0,2991039,2991039,2991039,2991039.000,2991039,2991039
GCF_003433395.1,1,2990082,2990082.0,2990082,2990082,2990082,2990082.000,2990082,2990082
GCF_002960215.1,1,2990071,2990071.0,2990071,2990071,2990071,2990071.000,2990071,2990071
GCF_009720565.1,1,2989570,2989570.0,2989570,2989570,2989570,2989570.000,2989570,2989570
GCF_002286235.1,1,2972590,2972590.0,2972590,2972590,2972590,2972590.000,2972590,2972590
GCF_020826335.1,2,2993122,1496561.0,2945765,2945765,2945765,2899906.559,47357,2945765
GCF_006151905.1,1,2941522,2941522.0,2941522,2941522,2941522,2941522.000,2941522,2941522
GCF_018141205.1,1,2935174,2935174.0,2935174,2935174,2935174,2935174.000,2935174,2935174
GCF_018286375.1,1,2935123,2935123.0,2935123,2935123,2935123,2935123.000,2935123,2935123
GCF_016599675.1,1,2924491,2924491.0,2924491,2924491,2924491,2924491.000,2924491,2924491
GCF_013167115.1,1,2923663,2923663.0,2923663,2923663,2923663,2923663.000,2923663,2923663
GCF_002076955.1,1,2884966,2884966.0,2884966,2884966,2884966,2884966.000,2884966,2884966
GCF_009429065.1,1,3064363,3064363.0,3064363,3064363,3064363,3064363.000,3064363,3064363
GCF_001590655.1,1,2903890,2903890.0,2903890,2903890,2903890,2903890.000,2903890,2903890
GCF_002025085.1,1,2960737,2960737.0,2960737,2960737,2960737,2960737.000,2960737,2960737
GCF_002849515.1,111,2974909,26801.0,141613,89056,46154,171131.534,226,364043
GCF_003061565.1,22,2950311,134105.0,722638,203525,191259,637012.622,273,1026169
GCF_003061605.1,23,2950593,128286.7,564017,202986,158870,576336.534,273,1026169
GCF_001005625.1,71,2966480,41781.4,450445,141488,51144,331815.904,205,588029
GCF_015549085.1,10,2924061,292406.1,708635,394502,203294,635549.459,5059,985507
GCF_013425725.1,27,2924519,108315.5,391359,121723,78414,330412.097,536,574158
GCF_002762445.1,18,2923637,162424.3,390227,247123,173596,457805.961,536,853673
GCF_013425775.1,27,2923917,108293.2,357037,121716,77284,343760.827,584,707669
GCF_004798455.1,3,2948044,982681.3,2947598,2947598,2947598,2947152.101,206,2947598
GCF_002406705.1,27,2908459,107720.7,307935,180039,89297,308504.281,600,551089
GCF_009742715.1,35,2999743,85706.9,304394,138782,50859,263814.942,1364,511112
GCF_009679395.1,83,3148263,37930.9,304352,143125,39405,459092.258,1015,832656
GCF_003061665.1,39,2894311,74213.1,261702,115003,49791,232196.654,217,434229
GCF_009679335.1,72,3436367,47727.3,259158,104808,22803,322135.755,1131,708331
GCF_005864245.1,49,3040665,62054.4,250015,96631,47197,222919.168,210,407633
GCF_003052925.1,47,2897248,61643.6,228368,107431,38602,222862.723,203,434229
GCF_003052985.1,45,2897523,64389.4,228149,107431,42288,222619.563,202,434229
GCF_003061625.1,45,2895476,64343.9,227980,115003,42288,226539.245,230,434229
GCF_002103185.1,51,3078719,60367.0,224182,118166,61417,229336.330,1105,512107
GCF_015558325.1,21,2815512,134072.0,220755,185928,77757,305453.911,1827,538764
GCF_018458775.1,138,2918787,21150.6,217890,182147,59727,292270.627,211,668925
GCF_009805825.1,58,3169658,54649.3,194875,97397,44053,191983.498,1043,316378
GCF_002027355.1,26,2889553,111136.7,180596,111748,73715,203049.014,2933,362431
GCF_003129645.1,38,3006277,79112.6,180151,96914,61707,184133.606,988,308665
GCF_003129615.1,38,3006544,79119.6,180139,96914,66112,184316.665,602,308787
GCF_003573615.1,38,2890298,76060.5,176885,114255,42113,182588.442,317,297916
GCF_001064515.1,32,2899444,90607.6,176545,106388,63792,170256.184,519,291715
GCF_003052945.1,45,2948894,65531.0,162905,89008,62131,184397.469,255,364123
GCF_009679355.1,88,3045693,34610.1,161776,111771,41113,186100.016,1001,364553
GCF_014155845.1,131,3076900,23487.8,159036,53444,17135,165599.091,229,303362
GCF_014212185.1,29,2892155,99729.5,179274,99674,42077,187504.968,2431,340081
GCF_003046115.1,39,2931951,75178.2,154707,76525,43095,170770.779,1274,368284
GCF_004122925.1,76,2962086,38974.8,152487,78258,36114,175928.371,206,430251
GCF_013425565.1,80,3062980,38287.2,150837,68222,37812,168215.472,501,318447
GCF_902166035.1,41,2951803,71995.2,149253,112186,62370,185378.674,356,364275
GCF_003061645.1,57,2950875,51769.7,149234,88714,48929,176378.662,202,349351
GCF_003061705.1,48,2948889,61435.2,149234,111780,62131,185433.916,202,364125
GCF_004167055.1,36,2942745,81742.9,149136,108968,46054,181512.679,1021,363923
GCF_009679255.1,33,2942094,89154.4,149136,88914,48830,174812.766,1073,349252
GCF_009679265.1,29,2943827,101511.3,149136,111525,62264,186008.870,1135,363923
GCF_009679295.1,45,3064548,68101.1,149136,88914,44804,179331.172,1178,363923
GCF_001656735.1,52,2897692,55724.8,147015,87506,44626,147741.767,214,291721
GCF_001656675.1,59,2956041,50102.4,146738,70117,28466,125790.744,218,214050
GCF_901971785.1,88,3259285,37037.3,145663,100511,24476,154234.307,1014,301594
GCF_018966895.1,57,2893669,50766.1,144365,71854,38599,151639.966,217,310149
GCF_009679405.1,31,2943658,94956.7,141513,111525,48830,181593.573,1184,365614
GCF_015548835.1,33,2942624,89170.4,149136,88914,48830,167641.027,1178,349251
GCF_008017355.1,34,2834560,83369.4,140059,77831,47401,268637.892,1030,722392
GCF_019990845.1,56,2964888,52944.4,137353,60995,36595,140365.328,211,286733
GCF_013425735.1,78,3082213,39515.6,133186,66279,26621,154792.388,509,294749
GCF_015160815.1,67,3012227,44958.6,129063,62494,41696,135221.894,208,311268
GCF_013425645.1,79,3055270,38674.3,125197,59717,33714,132359.980,602,294749
GCF_013425655.1,77,3054756,39672.2,125056,65586,39182,159955.073,524,318234
GCF_013425545.1,83,3081148,37122.3,124440,56946,20324,138796.231,537,293116
GCF_901830405.1,121,2969912,24544.7,131496,67192,33195,138742.802,204,291398
GCF_001656575.1,56,3024433,54007.7,123287,74170,42393,125168.142,204,231051
GCF_001656655.1,52,2966792,57053.7,123143,68330,34083,162377.894,232,367359
GCF_013377685.1,72,3135664,43550.9,132381,50859,31500,136058.870,1044,276196
GCF_013425555.1,86,3084973,35871.8,117804,59716,26617,139245.045,485,293231
GCF_013425605.1,86,3067433,35667.8,115967,58337,28846,127590.158,539,293119
GCF_004125455.1,67,2941394,43901.4,111493,63371,33788,140674.110,223,311426
GCF_020844065.1,38,2883206,75873.8,141393,88558,57441,163561.249,201,319292
GCF_004125395.1,67,2942922,43924.2,114949,65386,33845,131406.773,221,312405
GCF_009679345.1,51,2864447,56165.6,111253,67273,36129,124287.612,1433,281262
GCF_001044415.1,78,2934531,37622.2,111203,48149,24169,127632.267,214,301134
GCF_001991035.1,60,2857730,47628.8,108948,49267,26072,109091.569,1312,270915
GCF_015557825.1,81,2903257,35842.7,107631,39338,18264,143320.992,1134,400183
GCF_002238035.1,166,2898501,17460.8,107344,22286,6974,128632.441,595,396305
GCF_901971795.1,80,3070544,38381.8,101281,60105,25225,115175.579,1110,226900
GCF_003052965.1,71,2945494,41485.8,100911,54922,33299,120096.250,244,282022
GCF_001656815.1,79,2866995,36291.1,99207,43848,23098,90906.943,215,182890
GCF_014639015.1,45,2969245,65983.2,98398,60132,33268,103544.917,732,217835
GCF_001368735.1,62,3018284,48682.0,2994737,2994737,2994737,2971380.492,109,2994737
GCF_002103215.1,71,3088359,43498.0,95154,63184,28603,131075.002,1027,334546
GCF_001656635.1,57,2968944,52086.7,94456,70727,41344,106022.471,220,204313
GCF_001656995.1,71,2955663,41629.1,93612,57234,27630,120076.222,635,276322
GCF_001657115.1,79,2899890,36707.5,92489,42648,22906,97093.581,236,281087
GCF_000932035.1,71,2889314,40694.6,91548,48616,33324,110509.438,232,238997
GCF_002406715.1,94,2982246,31726.0,91191,49332,29293,132285.227,601,324285
GCF_002406745.1,59,2950104,50001.8,91191,49332,29928,136733.720,620,275894
GCF_002406795.1,77,2967632,38540.7,91191,49165,29293,138307.639,598,325793
GCF_001645615.1,72,3053014,42403.0,89179,56178,26997,110264.315,232,242113
GCF_001831235.1,25,2894885,115795.4,269502,175368,42421,251096.799,983,434456
GCF_001756565.1,98,2975201,30359.2,84915,49031,20210,102661.026,236,240137
GCF_001657135.1,86,2906410,33795.5,84447,42962,23807,84209.429,225,190920
GCF_001656925.1,97,3004942,30978.8,83431,46816,19704,88243.335,203,215644
GCF_001657055.1,81,2934472,36228.0,82323,49734,23102,93315.801,217,213268
GCF_001656605.1,91,2993314,32893.6,81425,37060,17206,105541.605,571,295097
GCF_001657205.1,74,2934750,39658.8,80732,35660,21346,103000.892,220,288008
GCF_001063655.1,100,3159851,31598.5,95979,42436,16615,96566.177,254,217271
GCF_001065365.1,77,3016122,39170.4,81798,43585,23428,83927.404,218,193674
GCF_000814485.1,72,3040162,42224.5,80254,44560,27731,102171.897,208,256662
GCF_001657165.1,86,2882427,33516.6,80249,44486,20327,89602.902,207,216177
GCF_018449495.1,96,2920040,30417.1,79420,34268,17777,120155.242,313,325837
GCF_013425665.1,127,3082039,24268.0,79174,49325,20021,132203.983,502,318344
GCF_004125465.1,68,2844490,41830.7,79103,42829,26938,107000.617,313,309476
GCF_001656895.1,92,3013792,32758.6,78884,50882,23573,83294.439,220,201078
GCF_000743075.1,90,2922140,32468.2,75478,49115,22317,103516.772,215,264334
GCF_002103155.1,66,2878847,43618.9,74230,44435,23900,98514.816,2331,262821
GCF_001656945.1,86,3005686,34949.8,72899,44767,19114,92603.546,509,251949
GCF_015668455.1,71,2889915,40703.0,73498,41572,24784,92567.335,1502,212065
GCF_001062885.1,96,3045143,31720.2,71931,43240,20789,72499.093,456,164231
GCF_001981725.1,72,2915846,40497.9,69835,49747,29765,74736.622,2114,153934
GCF_001656545.1,94,2933901,31211.7,69217,37786,18903,75106.012,215,163136
GCF_001656535.1,83,2866028,34530.5,67501,39544,16795,75790.914,206,151837
GCF_001656685.1,93,2937715,31588.3,67252,31439,16768,91647.466,203,227847
GCF_001657075.1,108,2921984,27055.4,59138,32567,14230,56737.654,659,131249
GCF_000801045.1,90,2966235,32958.2,56067,34723,20026,70653.477,217,175887
GCF_001656785.1,108,2885645,26718.9,51650,33607,13936,67965.553,227,171366
GCF_001656765.1,114,3007823,26384.4,51155,27623,13588,59751.658,538,147130
GCF_001656975.1,116,2989537,25771.9,50701,23240,14095,75336.538,531,204322
GCF_004125475.1,80,2927404,36592.6,70654,44717,23423,87100.754,1123,266287
GCF_001831275.1,31,2887474,93144.3,149285,111910,62266,186817.562,597,364288
GCF_001831215.1,37,2945649,79612.1,132466,76545,46165,162132.267,593,364233
GCF_001831225.1,69,3146422,45600.3,156039,79122,21344,227937.731,513,590051
GCF_000699985.1,21,2952580,140599.0,405372,229398,105631,398680.556,207,716133
GCF_000235865.1,42,2877033,68500.8,127881,71602,37424,151361.319,548,340005
GCF_000233755.1,1,2960339,2960339.0,2960339,2960339,2960339,2960339.000,2960339,2960339
GCF_002287945.1,1,3013149,3013149.0,3013149,3013149,3013149,3013149.000,3013149,3013149
GCF_001435405.1,38,2949099,77607.9,149321,89280,58221,160800.066,597,350319
GCF_000712495.1,83,3031620,36525.5,84454,56181,15805,92122.295,752,194806
GCF_003353455.1,1,3010116,3010116.0,3010116,3010116,3010116,3010116.000,3010116,3010116
